Key Id,Label,Series Break
PDCBFNMAFHLMC-FD25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FD55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FD55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FDG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FDG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-FDL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDCBFHLMCNONUMBS-FRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDCBFNMAFHLMC-FDL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDCBFNMAFHLMC-FRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDCBFHLMCNONUMBS-DR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUT55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUT55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUTG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUTG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCBFHLMCNONUMBS-DRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL",SBN2024
PDCBFHLMCNONUMBS-OUTL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT",SBN2024
PDCBFNMAFHLMC-DRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL",SBN2024
PDCBFNMAFHLMC-OUTL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT",SBN2024
PDCCGNMA-FD25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD30,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR30,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD35,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR35,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD40,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR40,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD45,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR45,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD50,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR50,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD55,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR55,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FD60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 6.0 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FR60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 6.0 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FDG60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 6.0 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FRG60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 6.0 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-FDL25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: GNMA FAILS TO DELIVER",SBN2024
PDCCGNMA-FRL25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: GNMA FAILS TO RECEIVE",SBN2024
PDCCGNMA-DR25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR30,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT30,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR35,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT35,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR40,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT40,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR45,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT45,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR50,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT50,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR55,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT55,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DR60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUT60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DRG60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUTG60,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: GNMA OUTRIGHT",SBN2024
PDCCGNMA-DRL25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: GNMA DOLLAR ROLL",SBN2024
PDCCGNMA-OUTL25,"CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: GNMA OUTRIGHT",SBN2024
PDMEFHLMCNONUMBS15-FD20,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDMEFHLMCNONUMBS15-FR20,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDMEFNMAFHLMC15-FD20,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDMEFNMAFHLMC15-FR20,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDMEFHLMCNONUMBS15-FD25,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDMEFHLMCNONUMBS15-FR25,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDMEFNMAFHLMC15-FD25,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDMEFNMAFHLMC15-FR25,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDMEFHLMCNONUMBS15-FD30,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDMEFHLMCNONUMBS15-FR30,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDMEFNMAFHLMC15-FD30,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
PDMEFNMAFHLMC15-FR30,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE",SBN2024
PDMEFHLMCNONUMBS15-FD35,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER",SBN2024
PDMEFHLMCNONUMBS15-FR35,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE",SBN2024
PDMEFNMAFHLMC15-FD35,"MONTH-END, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER",SBN2024
